username,revid,revtime,pagetitle,isReverted,revertTime,cluebotRevert,stiki_score,stiki_REP_USER

Irandisk,566437916,2013-07-30T15:16:39Z,User talk:Irandisk,False,-,0,0,0
Irandisk,566444706,2013-07-30T16:14:23Z,User talk:Irandisk,False,-,0,0,0
Irandisk,567253053,2013-08-05T12:44:06Z,User talk:Irandisk,False,-,0,0,0

Ronni3rockstar,566556513,2013-07-31T10:17:20Z,Michael Young (baseball),False,-,0,0.166588613575,0
Ronni3rockstar,566556777,2013-07-31T10:20:24Z,Michael Young (baseball),False,-,0,0.137051292575,0
Ronni3rockstar,566557223,2013-07-31T10:25:58Z,Michael Young (baseball),False,-,0,0.117740830351,0
Ronni3rockstar,566557547,2013-07-31T10:30:31Z,Michael Young (baseball),False,-,0,0.132503777832,0
Ronni3rockstar,566557824,2013-07-31T10:34:31Z,Michael Young (baseball),False,-,0,0.238122596964,0
Ronni3rockstar,566558227,2013-07-31T10:39:42Z,Michael Young (baseball),False,-,0,0.132503777832,0
Ronni3rockstar,566558948,2013-07-31T10:49:30Z,Manny Ramirez,True,2013-07-31T12:34:56Z,0,0.221663238408,0
Ronni3rockstar,566559234,2013-07-31T10:53:08Z,Manny Ramirez,True,2013-07-31T12:34:56Z,0,0.405644612093,0
Ronni3rockstar,566559941,2013-07-31T11:01:46Z,Lance Berkman,True,2013-07-31T21:39:34Z,0,0.0605969533338,0
Ronni3rockstar,566560536,2013-07-31T11:09:20Z,Lance Berkman,True,2013-07-31T21:39:34Z,0,0.137051292575,0
Ronni3rockstar,566600188,2013-07-31T17:15:49Z,Michael Young (baseball),False,-,0,0.137051292575,0
Ronni3rockstar,566605634,2013-07-31T18:01:54Z,Michael Young (baseball),False,-,0,0.137051292575,0
Ronni3rockstar,566614175,2013-07-31T19:14:53Z,Michael Young (baseball),False,-,0,0.211484559039,0
Ronni3rockstar,566614479,2013-07-31T19:17:30Z,Michael Young (baseball),True,2013-07-31T20:14:39Z,0,0.211484559039,0
Ronni3rockstar,566623852,2013-07-31T20:34:59Z,Manny Ramirez,True,2013-07-31T21:38:33Z,0,0.221663238408,0
Ronni3rockstar,566625333,2013-07-31T20:46:24Z,Aces & Eights,True,2013-07-31T20:54:13Z,0,0.075090627939,0
Ronni3rockstar,566639994,2013-07-31T22:45:11Z,Aaron Hernandez,True,2013-07-31T22:48:14Z,0,0.462072994026,0
Ronni3rockstar,566640535,2013-07-31T22:50:17Z,Manny Ramirez,True,2013-07-31T23:00:55Z,0,0.184522864746,0
Ronni3rockstar,566640731,2013-07-31T22:52:16Z,Aaron Hernandez,True,2013-07-31T22:54:17Z,0,0.405644612093,0

SnottyGomez,566624893,2013-07-31T20:43:22Z,Ilya Kovalchuk,True,2013-07-31T21:12:14Z,0,0.0914547815356,0
SnottyGomez,566634003,2013-07-31T21:58:31Z,Ilya Kovalchuk,True,2013-07-31T21:59:14Z,0,0.0527000188375,0
SnottyGomez,566636254,2013-07-31T22:17:15Z,Ilya Kovalchuk,True,2013-07-31T22:17:41Z,0,0.454625180535,0
SnottyGomez,566637706,2013-07-31T22:27:40Z,Ilya Kovalchuk,True,2013-07-31T22:27:45Z,1,0.687186809709,0

Iamanawesometaco,566581608,2013-07-31T14:34:17Z,Sidekick,True,2013-07-31T14:57:58Z,0,0.368187582264,0
Iamanawesometaco,566584179,2013-07-31T14:57:38Z,Sidekick,True,2013-07-31T14:57:58Z,0,0.217039989934,0
Iamanawesometaco,566635756,2013-07-31T22:13:05Z,Sidekick,True,2013-07-31T22:13:56Z,0,0.316479106264,0
Iamanawesometaco,566636034,2013-07-31T22:15:22Z,Sidekick,True,2013-07-31T22:15:26Z,0,0.405644612093,0

Wiki8613,566607841,2013-07-31T18:21:12Z,Poonam Pandey,True,2013-07-31T20:44:39Z,0,0.118156977809,0
Wiki8613,566608540,2013-07-31T18:27:30Z,Arabtec,True,2013-07-31T20:44:40Z,0,0.143809917532,0
Wiki8613,566609904,2013-07-31T18:39:29Z,Arabtec,True,2013-07-31T20:44:40Z,0,0.117740830351,0
Wiki8613,566611266,2013-07-31T18:50:42Z,Mohamed Alabbar,True,2013-07-31T20:44:33Z,0,0.143809917532,0
Wiki8613,566612738,2013-07-31T19:02:40Z,B. R. Shetty,True,2013-07-31T20:44:35Z,0,0.190617933369,0
Wiki8613,566623151,2013-07-31T20:28:58Z,Abu Dhabi Indian School,True,2013-07-31T20:44:12Z,0,0.190617933369,0
Wiki8613,566623906,2013-07-31T20:35:25Z,Mukesh Ambani,True,2013-07-31T20:41:50Z,0,0.221663238408,0
Wiki8613,566624867,2013-07-31T20:43:08Z,Nita Ambani,True,2013-07-31T20:43:49Z,0,0.190617933369,0

Sermoyboy1996,566382559,2013-07-30T05:13:04Z,T.I.,True,2013-07-30T07:21:55Z,0,0.161244148239,0
Sermoyboy1996,566383024,2013-07-30T05:18:27Z,ASAP Rocky,True,2013-07-30T05:32:46Z,0,0.118156977809,0
Sermoyboy1996,566383351,2013-07-30T05:22:55Z,Long. Live. ASAP,True,2013-07-30T06:03:06Z,0,0.120574609665,0
Sermoyboy1996,566383980,2013-07-30T05:31:46Z,Birdman discography,True,2013-07-30T11:21:48Z,0,0.143809917532,0
Sermoyboy1996,566625977,2013-07-31T20:51:45Z,Stay Trippy,True,2013-07-31T21:01:00Z,0,0.306400847442,0.796720627894421
Sermoyboy1996,566626606,2013-07-31T20:57:08Z,Stay Trippy,True,2013-07-31T21:01:00Z,0,0.192320821577,0.796333383768149
Sermoyboy1996,566627160,2013-07-31T21:01:24Z,Stay Trippy,True,2013-07-31T21:01:30Z,1,0.192320821577,0.796010185509568
Sermoyboy1996,566628734,2013-07-31T21:14:30Z,Nothing Was the Same,True,2013-07-31T21:14:34Z,1,0.192320821577,0.795005660165957

Nizam655,565285310,2013-07-22T05:25:13Z,Chinese of Romania,True,2013-07-22T05:28:19Z,0,0.280900342584,0
Nizam655,565285664,2013-07-22T05:29:22Z,El paseo de la gracia de Dios,True,2013-07-28T08:41:13Z,0,0.102201435847,0
Nizam655,565285865,2013-07-22T05:31:26Z,Big Meadows,True,2013-07-22T05:45:59Z,0,0.166588613575,0
Nizam655,565286012,2013-07-22T05:33:08Z,Regelinda,True,2013-07-22T05:39:57Z,0,0.102201435847,0
Nizam655,565286098,2013-07-22T05:34:21Z,Hazuki,False,-,0,0.102201435847,0
Nizam655,565286259,2013-07-22T05:36:06Z,Aude's 3rd constituency,False,-,0,0.102201435847,0
Nizam655,565286380,2013-07-22T05:37:26Z,Late-May 1998 tornado outbreak and derecho,True,2013-07-28T08:43:27Z,0,0.161244148239,0
Nizam655,565286478,2013-07-22T05:38:44Z,Lumbfoot,True,2013-07-22T05:42:08Z,0,0.280900342584,0
Nizam655,565286702,2013-07-22T05:41:24Z,John Campbell (US Treasurer),False,-,0,0.102201435847,0
Nizam655,565286964,2013-07-22T05:44:09Z,Sugar sand,True,2013-07-22T05:49:44Z,0,0.102201435847,0
Nizam655,565438694,2013-07-23T06:41:40Z,Talk:J. K. Rowling,False,-,0,0,0
Nizam655,565708565,2013-07-25T05:14:13Z,User talk:Nizam655,False,-,0,0,0
Nizam655,565915872,2013-07-26T17:48:30Z,User:Nizam655/sandbox,False,-,0,0,0
Nizam655,565982273,2013-07-27T05:30:14Z,Information and media literacy,True,2013-07-28T08:45:41Z,0,0.100833280716,0
Nizam655,565982751,2013-07-27T05:36:26Z,Information and media literacy,True,2013-07-28T08:45:41Z,0,0.15564437566,0
Nizam655,565983058,2013-07-27T05:40:15Z,Information and media literacy,True,2013-07-27T05:44:10Z,0,0.0818103647212,0
Nizam655,565983392,2013-07-27T05:44:10Z,Information and media literacy,True,2013-07-28T08:45:41Z,0,0.0818103647212,0
Nizam655,565983842,2013-07-27T05:50:16Z,Information and media literacy,True,2013-07-28T08:45:41Z,0,0.025308023986,0
Nizam655,565984898,2013-07-27T06:03:20Z,Ingress cancellation,True,2013-07-28T08:46:42Z,0,0.0316455698948,0
Nizam655,565985179,2013-07-27T06:07:08Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0542692572316,0
Nizam655,565985352,2013-07-27T06:09:49Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565985559,2013-07-27T06:13:11Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565985692,2013-07-27T06:15:13Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565985848,2013-07-27T06:17:38Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565985987,2013-07-27T06:20:05Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565986156,2013-07-27T06:23:08Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565986280,2013-07-27T06:25:14Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565987195,2013-07-27T06:38:13Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565987932,2013-07-27T06:49:09Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565988374,2013-07-27T06:56:09Z,Limitless Computing,True,2013-07-28T07:44:57Z,0,0.0436049660096,0
Nizam655,565989144,2013-07-27T07:07:48Z,Machine,True,2013-07-28T07:45:41Z,0,0.100833280716,0
Nizam655,565989590,2013-07-27T07:14:24Z,Machine,True,2013-07-28T07:45:41Z,0,0.025308023986,0
Nizam655,565990230,2013-07-27T07:23:46Z,Machine,True,2013-07-28T07:45:41Z,0,0.0818103647212,0
Nizam655,565990517,2013-07-27T07:27:57Z,Machine,True,2013-07-28T07:45:41Z,0,0.0818103647212,0
Nizam655,565990817,2013-07-27T07:32:23Z,Machine,True,2013-07-28T07:45:41Z,0,0.0798784262329,0
Nizam655,565991056,2013-07-27T07:36:00Z,Machine,True,2013-07-28T07:45:41Z,0,0.0420071690181,0
Nizam655,565991453,2013-07-27T07:41:48Z,Machine,True,2013-07-28T07:45:41Z,0,0.0818103647212,0
Nizam655,565992002,2013-07-27T07:49:43Z,Machine,True,2013-07-28T07:45:41Z,0,0.0583595775292,0
Nizam655,565992364,2013-07-27T07:54:44Z,Electromagnetic absorbers,False,-,0,0.0523020631896,0
Nizam655,565992640,2013-07-27T07:58:30Z,Outline of communication,True,2013-07-28T07:45:51Z,0,0.100833280716,0
Nizam655,565992830,2013-07-27T08:01:12Z,Outline of communication,True,2013-07-28T07:45:51Z,0,0.0714915646405,0
Nizam655,565993137,2013-07-27T08:05:07Z,Grid Laboratory Uniform Environment,True,2013-07-28T07:46:13Z,0,0.110957282563,0
Nizam655,565994110,2013-07-27T08:18:17Z,Applied science,True,2013-07-28T08:48:27Z,0,0.0523020631896,0
Nizam655,565996499,2013-07-27T08:49:52Z,Technological revival,True,2013-07-28T07:46:18Z,0,0.0383830586591,0
Nizam655,565996774,2013-07-27T08:52:34Z,Technological revival,True,2013-07-28T07:46:18Z,0,0.0583595775292,0
Nizam655,565996980,2013-07-27T08:55:26Z,Technological revival,True,2013-07-28T07:46:18Z,0,0.0583595775292,0
Nizam655,566006860,2013-07-27T11:04:47Z,Global Data Synchronization Network,True,2013-07-28T08:49:44Z,0,0.100833280716,0
Nizam655,566006912,2013-07-27T11:05:23Z,Global Data Synchronization Network,True,2013-07-28T08:49:44Z,0,0.0818103647212,0
Nizam655,566006952,2013-07-27T11:05:52Z,Global Data Synchronization Network,True,2013-07-28T08:49:44Z,0,0.0818103647212,0
Nizam655,566007253,2013-07-27T11:09:10Z,User talk:Google Technology News,True,2013-07-28T08:50:31Z,0,0,0
Nizam655,566007746,2013-07-27T11:14:56Z,Welfare technology,True,2013-07-28T07:47:33Z,0,0.100833280716,0
Nizam655,566042507,2013-07-27T17:18:21Z,Dell Networking,True,2013-07-28T07:47:30Z,0,0.0883459684972,0
Nizam655,566108738,2013-07-28T05:09:10Z,Ohio State Route 505,True,2013-07-28T08:51:18Z,0,0.0883459684972,0
Nizam655,566108903,2013-07-28T05:11:48Z,White-faced Black Spanish chicken,True,2013-07-28T08:52:11Z,0,0.159225775026,0
Nizam655,566109336,2013-07-28T05:18:11Z,Merche Romero,True,2013-07-28T07:41:42Z,0,0.0542692572316,0
Nizam655,566109498,2013-07-28T05:20:19Z,Seongdeok of Silla,True,2013-07-28T07:40:29Z,0,0.0542692572316,0
Nizam655,566109742,2013-07-28T05:23:17Z,January 07003: Bell Studies for the Clock of the Long Now,True,2013-07-28T08:52:50Z,0,0.100833280716,0
Nizam655,566109998,2013-07-28T05:26:39Z,Stamford A.F.C.,True,2013-07-28T07:47:41Z,0,0.0883459684972,0
Nizam655,566110198,2013-07-28T05:29:17Z,Electric dragster,True,2013-07-28T07:40:10Z,0,0.100833280716,0
Nizam655,566110355,2013-07-28T05:31:01Z,Electric dragster,True,2013-07-28T07:40:10Z,0,0.0818103647212,0
Nizam655,566110706,2013-07-28T05:35:29Z,Fingersnapping,True,2013-07-28T06:31:42Z,0,0.0883459684972,0
Nizam655,566111427,2013-07-28T05:46:27Z,Fingersnapping,True,2013-07-28T06:31:42Z,0,0.0714915646405,0
Nizam655,566111517,2013-07-28T05:48:03Z,Uptown Avondale,True,2013-07-28T07:40:06Z,0,0.100833280716,0
Nizam655,566112352,2013-07-28T06:00:03Z,Uptown Avondale,True,2013-07-28T07:40:06Z,0,0.0436049660096,0
