username,revid,revtime,pagetitle,isReverted,revertTime,cluebotRevert,stiki_score,stiki_REP_USER

Katungilol,611809886,2014-06-06T11:54:46Z,User talk:Katungilol,True,2014-06-06T12:02:36Z,0,0,0

Xolomaniaco2,612978344,2014-06-15T06:21:39Z,Mario Balotelli,False,-,0,0.405644612093,0
Xolomaniaco2,612978453,2014-06-15T06:23:08Z,Mario Balotelli,False,-,0,0.412897510458,0
Xolomaniaco2,613090632,2014-06-16T03:14:45Z,Andrés Guardado,True,2014-06-16T03:14:48Z,1,0.282316476102,0
Xolomaniaco2,613199963,2014-06-16T21:59:35Z,Michael Bradley (soccer),True,2014-06-16T21:59:39Z,1,0.315398499677,0
Xolomaniaco2,613304684,2014-06-17T16:49:52Z,Marco Antonio Rodríguez,True,2014-06-17T16:50:58Z,0,0.292556491154,0
Xolomaniaco2,615074107,2014-06-30T21:58:48Z,Pável Pardo,True,2014-06-30T22:05:13Z,0,0.0316455698948,0
Xolomaniaco2,615074983,2014-06-30T22:08:54Z,Pável Pardo,True,2014-06-30T22:57:26Z,0,0.025308023986,0
Xolomaniaco2,615075876,2014-06-30T22:18:08Z,Pável Pardo,True,2014-06-30T22:57:26Z,0,0.025308023986,0

Eecocioscorso,615061157,2014-06-30T20:03:44Z,Survivor: San Juan del Sur,True,2014-06-30T20:04:11Z,0,0.292556491154,0
Eecocioscorso,615062076,2014-06-30T20:12:22Z,Locations of College GameDay (football),True,2014-06-30T20:20:08Z,0,0.143809917532,0
Eecocioscorso,615075619,2014-06-30T22:15:41Z,Locations of College GameDay (football),True,2014-06-30T22:53:06Z,0,0.117740830351,0
Eecocioscorso,615083372,2014-06-30T23:38:09Z,Wikipedia:Administrator intervention against vandalism,True,2014-06-30T23:40:19Z,0,0,0

Willaford,615076505,2014-06-30T22:24:45Z,Katie Stevens,True,2014-06-30T22:26:41Z,1,0.102201435847,0
Willaford,615076606,2014-06-30T22:25:44Z,Katie Stevens,True,2014-06-30T22:26:41Z,1,0.330262069073,0
Willaford,615076687,2014-06-30T22:26:40Z,Katie Stevens,True,2014-06-30T22:26:41Z,1,0.330262069073,0
Willaford,615077067,2014-06-30T22:30:48Z,Katie Stevens,True,2014-06-30T23:12:26Z,0,0.330262069073,0
Willaford,615077161,2014-06-30T22:31:50Z,Katie Stevens,True,2014-06-30T23:12:26Z,0,0.330262069073,0
Willaford,615077335,2014-06-30T22:33:55Z,Katie Stevens,True,2014-06-30T23:12:26Z,0,0.330262069073,0
