username,revid,revtime,pagetitle,isReverted,revertTime,cluebotRevert,stiki_score,stiki_REP_USER

Alyssavedran,599718375,2014-03-15T13:13:06Z,User:Alyssavedran,False,-,0,0,0
Alyssavedran,599718510,2014-03-15T13:14:40Z,User:Alyssavedran,False,-,0,0,0
Alyssavedran,599718894,2014-03-15T13:18:56Z,User:Alyssavedran,False,-,0,0,0
Alyssavedran,599719209,2014-03-15T13:22:24Z,User talk:Alyssavedran,False,-,0,0,0

Jawed.sadiqi,600356242,2014-03-19T20:29:19Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600357953,2014-03-19T20:41:19Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600358012,2014-03-19T20:41:45Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600360300,2014-03-19T20:59:37Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600360470,2014-03-19T21:00:56Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600361331,2014-03-19T21:08:55Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600361743,2014-03-19T21:12:44Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600361834,2014-03-19T21:13:29Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600361946,2014-03-19T21:14:27Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600362013,2014-03-19T21:14:57Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600362106,2014-03-19T21:15:36Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600362184,2014-03-19T21:16:16Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600362380,2014-03-19T21:17:46Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600362493,2014-03-19T21:18:31Z,User:Jawed.sadiqi,False,-,0,0,0
Jawed.sadiqi,600364212,2014-03-19T21:32:00Z,User:Jawed.sadiqi,False,-,0,0,0

GRtrjtrj,599266496,2014-03-12T10:12:11Z,User talk:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599266677,2014-03-12T10:14:29Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599266781,2014-03-12T10:15:50Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599266791,2014-03-12T10:16:00Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599266874,2014-03-12T10:17:04Z,User talk:GRtrjtrj/TWA,True,2014-03-12T10:18:13Z,0,0,0
GRtrjtrj,599266877,2014-03-12T10:17:06Z,User talk:GRtrjtrj/TWA,True,2014-03-12T10:18:13Z,0,0,0
GRtrjtrj,599266961,2014-03-12T10:18:13Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599266974,2014-03-12T10:18:24Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599267016,2014-03-12T10:18:51Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599267208,2014-03-12T10:21:17Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599267310,2014-03-12T10:22:44Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599267462,2014-03-12T10:24:49Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599267570,2014-03-12T10:26:16Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599267579,2014-03-12T10:26:22Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599267594,2014-03-12T10:26:33Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599267735,2014-03-12T10:28:11Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599267774,2014-03-12T10:28:42Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599267790,2014-03-12T10:28:55Z,User talk:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599267814,2014-03-12T10:29:23Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599267881,2014-03-12T10:30:16Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599267989,2014-03-12T10:31:31Z,User talk:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268002,2014-03-12T10:31:42Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599268004,2014-03-12T10:31:44Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599268039,2014-03-12T10:32:10Z,User talk:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268128,2014-03-12T10:33:13Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268142,2014-03-12T10:33:19Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599268159,2014-03-12T10:33:31Z,User talk:GRtrjtrj/TWA,False,-,0,0,0
GRtrjtrj,599268181,2014-03-12T10:33:43Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268195,2014-03-12T10:33:54Z,User talk:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268261,2014-03-12T10:34:47Z,User talk:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268284,2014-03-12T10:35:08Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599268318,2014-03-12T10:35:31Z,User:GRtrjtrj/TWA/Earth/2,False,-,0,0,0
GRtrjtrj,599268321,2014-03-12T10:35:33Z,User:GRtrjtrj/TWA/Earth/2,False,-,0,0,0
GRtrjtrj,599268512,2014-03-12T10:37:40Z,User:GRtrjtrj/TWA/Earth,False,-,0,0,0
GRtrjtrj,599268528,2014-03-12T10:37:51Z,User:GRtrjtrj,False,-,0,0,0
GRtrjtrj,599268530,2014-03-12T10:37:53Z,User:GRtrjtrj,False,-,0,0,0

Powermechprojects,601787730,2014-03-29T10:42:45Z,User:Powermechprojects,False,-,0,0,0
Powermechprojects,601787905,2014-03-29T10:45:00Z,User:Powermechprojects,False,-,0,0,0
Powermechprojects,601788503,2014-03-29T10:52:12Z,User:Powermechprojects,False,-,0,0,0
Powermechprojects,601788541,2014-03-29T10:52:49Z,User:Powermechprojects,False,-,0,0,0
Powermechprojects,624804183,2014-09-09T13:27:26Z,User:Powermechprojects,False,-,0,0,0

Aghadden,598030369,2014-03-03T23:42:19Z,User:Aghadden,False,-,0,0,0
Aghadden,598030623,2014-03-03T23:44:52Z,Talk:Jimmer Fredette,False,-,0,0,0
Aghadden,600212724,2014-03-18T20:56:07Z,Mark Spitz,False,-,0,0.166588613575,0

Nikki1964,601452828,2014-03-27T02:49:27Z,User:Nikki1964,False,-,0,0,0
Nikki1964,601453969,2014-03-27T03:00:16Z,Peggy Liddick,False,-,0,0.122067022142,0
Nikki1964,601490898,2014-03-27T11:23:32Z,Shannon Miller,False,-,0,0.163283137897,0
Nikki1964,601588156,2014-03-28T01:03:03Z,Women's gymnastics in Australia,False,-,0,0.0453471688964,0
Nikki1964,601915890,2014-03-30T04:13:22Z,Gymnastics Australia,False,-,0,0.0728306062349,0
Nikki1964,601939518,2014-03-30T09:53:30Z,Freescale Semiconductor,False,-,0,0.0316455698948,0
Nikki1964,602529480,2014-04-03T05:33:37Z,Peggy Liddick,False,-,0,0.0762798742043,0
Nikki1964,602704462,2014-04-04T10:00:03Z,Emma Thompson,False,-,0,0.0633283320708,0
Nikki1964,602704907,2014-04-04T10:05:52Z,Emma Thompson,False,-,0,0.15564437566,0
Nikki1964,602705419,2014-04-04T10:11:56Z,Emma Thompson,False,-,0,0.025308023986,0
Nikki1964,603108910,2014-04-07T05:28:17Z,User talk:Masssly,False,-,0,0,0
Nikki1964,617117175,2014-07-16T00:17:41Z,James Roland Wood,False,-,0,0.103771875382,0
Nikki1964,617117302,2014-07-16T00:18:48Z,James Roland Wood,False,-,0,0.0509798294211,0

Kamelpeter,598583773,2014-03-07T18:43:41Z,User:Kamelpeter,False,-,0,0,0

Kff2010,598205512,2014-03-05T03:21:26Z,User:Kff2010,False,-,0,0,0
Kff2010,599932381,2014-03-16T23:25:28Z,User talk:Huon,False,-,0,0,0

Marlierivera,600453880,2014-03-20T14:24:40Z,User:Marlierivera,False,-,0,0,0
Marlierivera,600454646,2014-03-20T14:31:13Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,600456112,2014-03-20T14:44:36Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,601509880,2014-03-27T14:31:58Z,User talk:Candicedelacruz,False,-,0,0,0
Marlierivera,601510724,2014-03-27T14:39:38Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,601510829,2014-03-27T14:40:29Z,User talk:Marlierivera,False,-,0,0,0
Marlierivera,602514157,2014-04-03T02:34:58Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602517609,2014-04-03T03:12:35Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602525616,2014-04-03T04:43:04Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602526502,2014-04-03T04:54:08Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602527110,2014-04-03T05:01:54Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602529269,2014-04-03T05:30:38Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602533910,2014-04-03T06:24:25Z,User:Marlierivera/sandbox,False,-,0,0,0
Marlierivera,602535314,2014-04-03T06:36:53Z,Buko pie,False,-,0,0.062444370841,0

Janardhan Rao Gudivada,601768755,2014-03-29T06:59:59Z,User:Janardhan Rao Gudivada,False,-,0,0,0
Janardhan Rao Gudivada,601769541,2014-03-29T07:09:32Z,Janardhan,True,2014-03-29T14:46:21Z,0,0.292556491154,0
Janardhan Rao Gudivada,601769636,2014-03-29T07:10:42Z,Janardhan,True,2014-03-29T14:46:21Z,0,0.247312018968,0

JohnFohn20,599307001,2014-03-12T16:44:32Z,User:JohnFohn20,False,-,0,0,0
JohnFohn20,599307149,2014-03-12T16:45:38Z,Close Brothers Group,True,2014-03-12T16:48:17Z,0,0.446950415721,0
JohnFohn20,599307228,2014-03-12T16:46:13Z,Close Brothers Group,True,2014-03-12T16:47:51Z,0,0.0829442173771,0
JohnFohn20,599307441,2014-03-12T16:47:51Z,Close Brothers Group,True,2014-03-12T16:48:17Z,0,0.0829442173771,0
JohnFohn20,599307509,2014-03-12T16:48:17Z,Close Brothers Group,False,-,0,0.0829442173771,0
